2013; 6; 21; 10; 1; 16.11; -94.39| 4
2013; 6; 21; 11; 34; 14; -92.27| 4.1
2013; 6; 21; 15; 30; 15.41; -94.17| 4.1
2013; 6; 21; 17; 50; 16.98; -94.88| 4
2013; 6; 21; 20; 48; 16.1; -95.84| 4
2013; 6; 21; 21; 14; 15.66; -95.31| 4
2013; 6; 22; 12; 35; 14.29; -90.41| 4.8
2013; 6; 22; 16; 39; 16.98; -94.25| 4
2013; 6; 22; 20; 46; 21.84; -107.98| 4.7
2013; 6; 23; 5; 22; 15.74; -98.42| 4
2013; 6; 23; 20; 18; 16.33; -93.93| 4
2013; 6; 24; 21; 38; 17.29; -94.69| 4
2013; 6; 24; 23; 27; 32.4; -115.04| 4
2013; 6; 25; 3; 9; 23.71; -99.97| 4
2013; 6; 25; 6; 54; 16.07; -97.13| 4
2013; 6; 25; 7; 6; 14.33; -95.32| 4.1
2013; 6; 25; 11; 36; 15.26; -91.81| 4.1
2013; 6; 25; 12; 48; 14.41; -94.59| 4.1
2013; 6; 25; 13; 1; 15.11; -93.18| 4
2013; 6; 25; 14; 55; 15.94; -95.43| 4
2013; 6; 25; 16; 1; 14.54; -92.95| 4.1
2013; 6; 25; 22; 44; 15.41; -95.72| 4
2013; 6; 26; 0; 5; 16.38; -93.05| 4.1
2013; 6; 26; 6; 43; 30.43; -113.85| 4
2013; 6; 27; 0; 12; 17.03; -100.04| 4
2013; 6; 27; 3; 42; 17.86; -95.23| 4.2
2013; 6; 27; 9; 25; 16.74; -95.17| 4.2
2013; 6; 27; 17; 31; 15.75; -94.24| 4.3
2013; 6; 28; 15; 18; 16.06; -95.68| 4.2
2013; 6; 29; 15; 32; 13.99; -93.19| 4
2013; 6; 29; 16; 19; 18.14; -99.26| 4.7
2013; 7; 1; 3; 32; 15.28; -98.8| 4
2013; 7; 1; 15; 17; 17.06; -95.43| 4.2
2013; 7; 2; 17; 36; 19.1; -104.13| 4
2013; 7; 3; 3; 57; 13.66; -92.14| 4
2013; 7; 3; 12; 15; 16.66; -99.45| 4.2
2013; 7; 4; 2; 3; 15.3; -93.51| 4
